,MOFname,cp,edge_group_selfie,node_selfie,topo,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens,edge_smile
827,bcg_N715_edge188053,0.8230989406955207,[F][C][S][C][C][=C][Branch][C][=C][Branch][C][C][Branch][FrH0][pop][Ring1][N][pop][Ring1][#Branch][pop][FrH0],[N][N][C][Branch1][C][Fr][N][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][C][Branch1][C][Fr][N][Branch2][Ring2][N][C][Branch1][C][Fr][N][Ring1][#Branch1][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][Ring2][Ring2][#Branch1][C][Ring2][Ring2][O][Fr][N],bcg,"[63, 61, 71, 61, 61, 52, 60, 61, 52, 60, 61, 61, 60, 64, 72, 68, 65, 72, 68, 1, 72, 64]",22,[N][N][C][Branch1][C][Fr][N][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][C][Branch1][C][Fr][N][Branch2][Ring2][N][C][Branch1][C][Fr][N][Ring1][#Branch1][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][Ring2][Ring2][#Branch1][C][Ring2][Ring2][O][Fr][N][&&][bcg],"[45, 45, 22, 20, 22, 34, 45, 14, 20, 45, 45, 22, 7, 20, 22, 34, 22, 7, 22, 54, 1, 20, 45, 45, 22, 7, 20, 22, 34, 22, 7, 22, 54, 1, 45, 22, 20, 22, 34, 45, 21, 55, 45, 22, 20, 22, 34, 45, 54, 1, 14, 20, 45, 45, 22, 7, 20, 22, 34, 22, 7, 22, 54, 1, 20, 45, 45, 22, 7, 20, 22, 34, 22, 7, 22, 54, 1, 45, 55, 55, 1, 22, 55, 55, 48, 34, 45, 4, 68]",89,[F][C][S][C][C][=C][Branch][C][=C][Branch][C][C][Branch][FrH0][pop][Ring1][N][pop][Ring1][#Branch][pop][FrH0][.][N][N][C][Branch1][C][Fr][N][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][C][Branch1][C][Fr][N][Branch2][Ring2][N][C][Branch1][C][Fr][N][Ring1][#Branch1][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][Ring2][Ring2][#Branch1][C][Ring2][Ring2][O][Fr][N][&&][bcg],"[87, 75, 113, 75, 75, 58, 74, 75, 58, 74, 75, 75, 74, 89, 148, 110, 101, 148, 110, 3, 148, 89, 8, 101, 101, 75, 72, 75, 90, 101, 65, 72, 101, 101, 75, 58, 72, 75, 90, 75, 58, 75, 110, 1, 72, 101, 101, 75, 58, 72, 75, 90, 75, 58, 75, 110, 1, 101, 75, 72, 75, 90, 101, 73, 111, 101, 75, 72, 75, 90, 101, 110, 1, 65, 72, 101, 101, 75, 58, 72, 75, 90, 75, 58, 75, 110, 1, 72, 101, 101, 75, 58, 72, 75, 90, 75, 58, 75, 110, 1, 101, 111, 111, 1, 75, 111, 111, 104, 90, 101, 6, 125]",113,FC12SCC=C([Fr])C=C1CC2[Fr]
828,cds_N472_edge179046,0.6716871795207072,[FrH0][C][C][=C][S][Branch][C][Branch][C][Branch][FrH0][pop][Cl][pop][Branch][N][Cl][pop][Cl][pop][C],[Fr][C][C][=C][N][Ag][Ag][Branch1][#Branch1][N][Ring1][Ring2][C][=Ring1][Branch2][Ag][Branch1][=C][N][N][Ring1][=Branch1][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][=C][N][N][Ring1][=N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Ag][Ring2][Ring1][Ring2][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][N][Ring1][#Branch1][Ring2][Ring1][#Branch1][Branch1][#C][N][N][Ring2][Ring1][=N][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][N][N][Ring2][Ring2][Ring2][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1],cds,"[64, 61, 61, 52, 71, 60, 61, 60, 61, 60, 64, 72, 62, 72, 60, 65, 62, 72, 62, 72, 61]",21,[Fr][C][C][=C][N][Ag][Ag][Branch1][#Branch1][N][Ring1][Ring2][C][=Ring1][Branch2][Ag][Branch1][=C][N][N][Ring1][=Branch1][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][=C][N][N][Ring1][=N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Ag][Ring2][Ring1][Ring2][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][N][Ring1][#Branch1][Ring2][Ring1][#Branch1][Branch1][#C][N][N][Ring2][Ring1][=N][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][N][N][Ring2][Ring2][Ring2][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][cds],"[34, 22, 22, 7, 45, 14, 14, 20, 1, 45, 54, 55, 22, 11, 21, 14, 20, 7, 45, 45, 54, 5, 22, 7, 22, 20, 22, 34, 7, 54, 1, 20, 7, 45, 45, 54, 8, 22, 7, 20, 22, 34, 22, 7, 54, 1, 14, 55, 54, 55, 20, 3, 45, 22, 7, 20, 22, 34, 22, 7, 45, 54, 1, 55, 54, 1, 20, 3, 45, 45, 55, 54, 8, 22, 7, 22, 20, 22, 34, 7, 54, 1, 45, 45, 55, 55, 55, 22, 7, 20, 22, 34, 22, 7, 54, 1, 4, 72]",98,[FrH0][C][C][=C][S][Branch][C][Branch][C][Branch][FrH0][pop][Cl][pop][Branch][N][Cl][pop][Cl][pop][C][.][Fr][C][C][=C][N][Ag][Ag][Branch1][#Branch1][N][Ring1][Ring2][C][=Ring1][Branch2][Ag][Branch1][=C][N][N][Ring1][=Branch1][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][=C][N][N][Ring1][=N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Ag][Ring2][Ring1][Ring2][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][N][Ring1][#Branch1][Ring2][Ring1][#Branch1][Branch1][#C][N][N][Ring2][Ring1][=N][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][N][N][Ring2][Ring2][Ring2][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][cds],"[89, 75, 75, 58, 113, 74, 75, 74, 75, 74, 89, 148, 79, 148, 74, 101, 79, 148, 79, 148, 75, 8, 90, 75, 75, 58, 101, 65, 65, 72, 1, 101, 110, 111, 75, 62, 73, 65, 72, 58, 101, 101, 110, 55, 75, 58, 75, 72, 75, 90, 58, 110, 1, 72, 58, 101, 101, 110, 59, 75, 58, 72, 75, 90, 75, 58, 110, 1, 65, 111, 110, 111, 72, 4, 101, 75, 58, 72, 75, 90, 75, 58, 101, 110, 1, 111, 110, 1, 72, 4, 101, 101, 111, 110, 59, 75, 58, 75, 72, 75, 90, 58, 110, 1, 101, 101, 111, 111, 111, 75, 58, 72, 75, 90, 75, 58, 110, 1, 6, 129]",121,C[SH](C=CC[Fr])C(Cl)(NCl)C(Cl)[Fr]
829,gme_N125_edge7486,0.7452226737760755,[Cl][C][=C][N][Branch][N][=C][Branch][N][Ring1][=Branch][pop][FrH0][pop][FrH0],[Fr][C][O][Cu][O][C][Branch1][C][Fr][O][Cu][Branch2][Ring1][#C][O][C][Branch1][C][Fr][O][Cu][Branch1][Ring2][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][S][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch2],gme,"[62, 61, 52, 65, 60, 65, 52, 60, 65, 68, 51, 72, 64, 72, 64]",15,[Fr][C][O][Cu][O][C][Branch1][C][Fr][O][Cu][Branch2][Ring1][#C][O][C][Branch1][C][Fr][O][Cu][Branch1][Ring2][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][S][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch2][&&][gme],"[34, 22, 48, 28, 48, 22, 20, 22, 34, 48, 28, 21, 54, 3, 48, 22, 20, 22, 34, 48, 28, 20, 55, 48, 54, 7, 20, 6, 48, 22, 20, 22, 34, 48, 54, 56, 48, 22, 20, 22, 34, 48, 54, 3, 48, 22, 20, 22, 34, 48, 55, 54, 21, 4, 81]",55,[Cl][C][=C][N][Branch][N][=C][Branch][N][Ring1][=Branch][pop][FrH0][pop][FrH0][.][Fr][C][O][Cu][O][C][Branch1][C][Fr][O][Cu][Branch2][Ring1][#C][O][C][Branch1][C][Fr][O][Cu][Branch1][Ring2][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][S][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch2][&&][gme],"[79, 75, 58, 101, 74, 101, 58, 74, 101, 110, 57, 148, 89, 148, 89, 8, 90, 75, 104, 82, 104, 75, 72, 75, 90, 104, 82, 73, 110, 4, 104, 75, 72, 75, 90, 104, 82, 72, 111, 104, 110, 58, 72, 56, 104, 75, 72, 75, 90, 104, 110, 113, 104, 75, 72, 75, 90, 104, 110, 4, 104, 75, 72, 75, 90, 104, 111, 110, 73, 6, 138]",72,ClC1=CN([Fr])N=C([Fr])N1
830,utp_N621_edge90292,0.9373969823897722,[FrH0][C][=Branch][=C][Branch][C][=C][C][=Branch][=C][Branch][N][Branch][FrH0][pop][Ring1][Branch][pop][C][pop][C][pop][C][pop][C],[Fr][C][C][Ag][Ring1][Ring1][Branch1][Branch2][C][Branch1][C][Fr][C][Ring1][Ring2][C][C][Ring1][=Branch1][Fr],utp,"[64, 61, 51, 52, 60, 61, 52, 61, 51, 52, 60, 65, 60, 64, 72, 68, 60, 72, 61, 72, 61, 72, 61, 72, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25,[Fr][C][C][Ag][Ring1][Ring1][Branch1][Branch2][C][Branch1][C][Fr][C][Ring1][Ring2][C][C][Ring1][=Branch1][Fr][&&][utp],"[34, 22, 22, 14, 54, 54, 20, 21, 22, 20, 22, 34, 22, 54, 55, 22, 22, 54, 5, 34, 4, 102]",22,[FrH0][C][=Branch][=C][Branch][C][=C][C][=Branch][=C][Branch][N][Branch][FrH0][pop][Ring1][Branch][pop][C][pop][C][pop][C][pop][C][.][Fr][C][C][Ag][Ring1][Ring1][Branch1][Branch2][C][Branch1][C][Fr][C][Ring1][Ring2][C][C][Ring1][=Branch1][Fr][&&][utp],"[89, 75, 57, 58, 74, 75, 58, 75, 57, 58, 74, 101, 74, 89, 148, 110, 74, 148, 75, 148, 75, 148, 75, 148, 75, 8, 90, 75, 75, 65, 110, 110, 72, 73, 75, 72, 75, 90, 75, 110, 111, 75, 75, 110, 55, 90, 6, 160]",49,CC([Fr])=C(C)c1cc(C)c(C)n1[Fr]
831,crs_N105_edge48620,0.796776628843452,[FrH0][C][C][C][Branch][N][Branch][FrH0][pop][:0methyl_amine][Ring1][Ring1][=Branch][pop][pop][S][C],[Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring2][Ring1][=Branch2],crs,"[64, 61, 61, 61, 60, 65, 60, 64, 72, 16, 68, 68, 51, 72, 72, 71, 61]",17,[Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring2][Ring1][=Branch2][&&][crs],"[34, 22, 48, 23, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 48, 22, 20, 22, 34, 48, 23, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 48, 55, 54, 6, 4, 74]",57,[FrH0][C][C][C][Branch][N][Branch][FrH0][pop][:0methyl_amine][Ring1][Ring1][=Branch][pop][pop][S][C][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring2][Ring1][=Branch2][&&][crs],"[89, 75, 75, 75, 74, 101, 74, 89, 148, 20, 110, 110, 57, 148, 148, 113, 75, 8, 90, 75, 104, 76, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 104, 75, 72, 75, 90, 104, 76, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 104, 111, 110, 56, 6, 131]",76,CSC1C(C[Fr])CNN1[Fr]
832,utk_N681_edge126094,0.7144676558466518,[:0sulfonic_acid][Ring1][C][Branch][:0benzene][Branch][FrH0][pop][pop][C][C][FrH0][pop],[Fr][C][C][=C][N][Ag][Ag][Branch2][Ring2][=Branch1][Ag][Ring1][Ring1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][N][Ring1][#Branch1][Branch1][#Branch1][N][Ring1][N][C][=Ring1][S][N][N][Ring1][=N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Ag][Ring2][Ring1][Ring2][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][N][Ring1][#Branch1][Ring2][Ring1][O][Branch1][#C][N][N][Ring2][Ring1][N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][N][Ring1][#Branch1],utk,"[22, 68, 61, 60, 9, 60, 64, 72, 72, 61, 61, 64, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13,[Fr][C][C][=C][N][Ag][Ag][Branch2][Ring2][=Branch1][Ag][Ring1][Ring1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][N][Ring1][#Branch1][Branch1][#Branch1][N][Ring1][N][C][=Ring1][S][N][N][Ring1][=N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Ag][Ring2][Ring1][Ring2][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][N][Ring1][#Branch1][Ring2][Ring1][O][Branch1][#C][N][N][Ring2][Ring1][N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][N][Ring1][#Branch1][&&][utk],"[34, 22, 22, 7, 45, 14, 14, 21, 55, 5, 14, 54, 54, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 45, 54, 1, 20, 1, 45, 54, 45, 22, 11, 56, 45, 45, 54, 8, 22, 7, 20, 22, 34, 22, 7, 54, 1, 14, 55, 54, 55, 20, 3, 45, 22, 7, 20, 22, 34, 22, 7, 45, 54, 1, 55, 54, 48, 20, 3, 45, 45, 55, 54, 45, 22, 7, 20, 22, 34, 22, 7, 54, 1, 45, 22, 7, 22, 20, 22, 34, 7, 45, 54, 1, 4, 101]",96,[:0sulfonic_acid][Ring1][C][Branch][:0benzene][Branch][FrH0][pop][pop][C][C][FrH0][pop][.][Fr][C][C][=C][N][Ag][Ag][Branch2][Ring2][=Branch1][Ag][Ring1][Ring1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][N][Ring1][#Branch1][Branch1][#Branch1][N][Ring1][N][C][=Ring1][S][N][N][Ring1][=N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Ag][Ring2][Ring1][Ring2][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][N][Ring1][#Branch1][Ring2][Ring1][O][Branch1][#C][N][N][Ring2][Ring1][N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][N][Ring1][#Branch1][&&][utk],"[26, 110, 75, 74, 13, 74, 89, 148, 148, 75, 75, 89, 148, 8, 90, 75, 75, 58, 101, 65, 65, 73, 111, 55, 65, 110, 110, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 101, 110, 1, 72, 1, 101, 110, 101, 75, 62, 113, 101, 101, 110, 59, 75, 58, 72, 75, 90, 75, 58, 110, 1, 65, 111, 110, 111, 72, 4, 101, 75, 58, 72, 75, 90, 75, 58, 101, 110, 1, 111, 110, 104, 72, 4, 101, 101, 111, 110, 101, 75, 58, 72, 75, 90, 75, 58, 110, 1, 101, 75, 58, 75, 72, 75, 90, 58, 101, 110, 1, 6, 159]",111,O=S(O)C(CC[Fr])c1ccc([Fr])cc1
833,pcu_N214_edge127252,0.8848250723387586,[O][C][=C][C][=Branch][=C][Branch][C][C][O][FrH0][pop][Ring1][Ring2][pop][FrH0],[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Cu][Cu][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1],pcu,"[66, 61, 52, 61, 51, 52, 60, 61, 61, 66, 64, 72, 68, 69, 72, 64]",16,[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Cu][Cu][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][pcu],"[34, 22, 22, 7, 45, 20, 20, 22, 22, 11, 5, 28, 28, 20, 6, 48, 22, 20, 22, 34, 48, 54, 5, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 22, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 4, 90]",67,[O][C][=C][C][=Branch][=C][Branch][C][C][O][FrH0][pop][Ring1][Ring2][pop][FrH0][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Cu][Cu][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][pcu],"[104, 75, 58, 75, 57, 58, 74, 75, 75, 104, 89, 148, 110, 111, 148, 89, 8, 90, 75, 75, 58, 101, 72, 72, 75, 75, 62, 55, 82, 82, 72, 56, 104, 75, 72, 75, 90, 104, 110, 55, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 75, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 6, 147]",85,OC1=CC([Fr])=C1CCO[Fr]
834,utp_N137_edge114715,0.7513240003510879,[:0sulfonic_acid][Ring1][C][Branch][:3pyridine][Ring2][FrH0][pop][Ring2][:1sulfonic_acid][pop][pop][=C][FrH0][pop],[Fr][C][=N][N][N][Branch1][Ring2][N][Ring1][Branch1][Co][N][N][=C][Branch1][C][Fr][N][N][Ring1][=Branch1][Co][Ring1][O][N][N][Ring1][#Branch2][N][C][Branch1][C][Fr][=N][Ring1][=Branch1],utp,"[22, 68, 61, 60, 41, 69, 64, 72, 69, 32, 72, 72, 52, 64, 72]",15,[Fr][C][=N][N][N][Branch1][Ring2][N][Ring1][Branch1][Co][N][N][=C][Branch1][C][Fr][N][N][Ring1][=Branch1][Co][Ring1][O][N][N][Ring1][#Branch2][N][C][Branch1][C][Fr][=N][Ring1][=Branch1][&&][utp],"[34, 22, 8, 45, 45, 20, 55, 45, 54, 20, 26, 45, 45, 7, 20, 22, 34, 45, 45, 54, 5, 26, 54, 48, 45, 45, 54, 2, 45, 22, 20, 22, 34, 8, 54, 5, 4, 102]",38,[:0sulfonic_acid][Ring1][C][Branch][:3pyridine][Ring2][FrH0][pop][Ring2][:1sulfonic_acid][pop][pop][=C][FrH0][pop][.][Fr][C][=N][N][N][Branch1][Ring2][N][Ring1][Branch1][Co][N][N][=C][Branch1][C][Fr][N][N][Ring1][=Branch1][Co][Ring1][O][N][N][Ring1][#Branch2][N][C][Branch1][C][Fr][=N][Ring1][=Branch1][&&][utp],"[26, 110, 75, 74, 45, 111, 89, 148, 111, 36, 148, 148, 58, 89, 148, 8, 90, 75, 59, 101, 101, 72, 111, 101, 110, 72, 80, 101, 101, 58, 72, 75, 90, 101, 101, 110, 55, 80, 110, 104, 101, 101, 110, 2, 101, 75, 72, 75, 90, 59, 110, 55, 6, 160]",55,O=S(O)C(=C[Fr])c1cnc([Fr])cc1S(=O)O
835,utk_N308_edge147316,0.7093495915974598,[S][S][C][Branch][C][C][C][=C][C][Branch][:0benzene][pop][C][FrH0][pop][=C][FrH0],[O][=C][Branch1][C][Fr][O][Gd][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1],utk,"[71, 71, 61, 60, 61, 61, 61, 52, 61, 60, 9, 72, 61, 64, 72, 52, 64]",17,[O][=C][Branch1][C][Fr][O][Gd][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][utk],"[48, 7, 20, 22, 34, 48, 35, 48, 22, 20, 22, 34, 48, 35, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 20, 6, 48, 22, 20, 22, 34, 48, 54, 8, 48, 22, 20, 22, 34, 48, 55, 54, 5, 4, 101]",55,[S][S][C][Branch][C][C][C][=C][C][Branch][:0benzene][pop][C][FrH0][pop][=C][FrH0][.][O][=C][Branch1][C][Fr][O][Gd][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][utk],"[113, 113, 75, 74, 75, 75, 75, 58, 75, 74, 13, 148, 75, 89, 148, 58, 89, 8, 104, 58, 72, 75, 90, 104, 91, 104, 75, 72, 75, 90, 104, 91, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 72, 56, 104, 75, 72, 75, 90, 104, 110, 59, 104, 75, 72, 75, 90, 104, 111, 110, 55, 6, 159]",74,SSC(=C[Fr])CCC=CC(C[Fr])c1ccccc1
836,ana_N164_edge44574,0.7605283028363379,[F][C][C][C][=Branch][=N][N][Branch][FrH0][pop][Ring1][Branch][pop][FrH0],[Fr][C][O][In][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C],ana,"[63, 61, 61, 61, 51, 53, 65, 60, 64, 72, 68, 60, 72, 64]",14,[Fr][C][O][In][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][ana],"[34, 22, 48, 39, 20, 55, 48, 54, 55, 20, 6, 48, 22, 20, 22, 34, 48, 54, 5, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 48, 22, 20, 22, 34, 48, 54, 7, 4, 67]",39,[F][C][C][C][=Branch][=N][N][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][.][Fr][C][O][In][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][ana],"[87, 75, 75, 75, 57, 59, 101, 74, 89, 148, 110, 74, 148, 89, 8, 90, 75, 104, 95, 72, 111, 104, 110, 111, 72, 56, 104, 75, 72, 75, 90, 104, 110, 55, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 104, 75, 72, 75, 90, 104, 110, 58, 6, 124]",55,FC1CC([Fr])=NN1[Fr]
