MOFname,edge_group_selfie,node_selfie,topo,heat_of_adsorption_CO2_300_kJ_mol,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens,log_CO2_N2_selectivity
nbo_N500_edge183946,[P][C][=Branch][=C][:0benzene][Branch][C][=Branch][=C][Branch][FrH0][pop][P][pop][P][pop][Ring1][P][pop][pop][FrH0],[S][=C][=N][Fe][Branch1][#C][N][N][C][=Branch1][=Branch2][=C][Branch1][C][Fr][C][Ring1][=Branch1][C][C][Branch1][#C][N][N][C][=Branch1][=Branch2][=C][Branch1][C][Fr][C][Ring1][=Branch1][C][C][Branch1][P][N][C][=Branch1][N][=C][Branch1][C][Fr][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][C][Branch1][Ring2][N][=C][=S][N][C][Branch1][C][C][=C][Branch1][C][Fr][C][=Branch1][Ring2][=N][Ring1][#Branch1][C],nbo,-10.48858531,"[62, 56, 48, 49, 8, 55, 56, 48, 49, 55, 59, 66, 62, 66, 62, 66, 63, 62, 66, 66, 59]",21,[S][=C][=N][Fe][Branch1][#C][N][N][C][=Branch1][=Branch2][=C][Branch1][C][Fr][C][Ring1][=Branch1][C][C][Branch1][#C][N][N][C][=Branch1][=Branch2][=C][Branch1][C][Fr][C][Ring1][=Branch1][C][C][Branch1][P][N][C][=Branch1][N][=C][Branch1][C][Fr][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][C][Branch1][Ring2][N][=C][=S][N][C][Branch1][C][C][=C][Branch1][C][Fr][C][=Branch1][Ring2][=N][Ring1][#Branch1][C][&&][nbo],"[48, 7, 8, 29, 18, 3, 39, 39, 20, 5, 6, 7, 18, 20, 30, 20, 46, 5, 20, 20, 18, 3, 39, 39, 20, 5, 6, 7, 18, 20, 30, 20, 46, 5, 20, 20, 18, 42, 39, 20, 5, 39, 7, 18, 20, 30, 20, 5, 47, 8, 46, 5, 20, 20, 18, 47, 39, 7, 12, 39, 20, 18, 20, 20, 7, 18, 20, 30, 20, 5, 47, 8, 46, 1, 20, 4, 79]",77,[P][C][=Branch][=C][:0benzene][Branch][C][=Branch][=C][Branch][FrH0][pop][P][pop][P][pop][Ring1][P][pop][pop][FrH0][.][S][=C][=N][Fe][Branch1][#C][N][N][C][=Branch1][=Branch2][=C][Branch1][C][Fr][C][Ring1][=Branch1][C][C][Branch1][#C][N][N][C][=Branch1][=Branch2][=C][Branch1][C][Fr][C][Ring1][=Branch1][C][C][Branch1][P][N][C][=Branch1][N][=C][Branch1][C][Fr][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][C][Branch1][Ring2][N][=C][=S][N][C][Branch1][C][C][=C][Branch1][C][Fr][C][=Branch1][Ring2][=N][Ring1][#Branch1][C][&&][nbo],"[95, 70, 54, 55, 12, 69, 70, 54, 55, 69, 82, 135, 95, 135, 95, 135, 99, 95, 135, 135, 82, 7, 101, 55, 56, 81, 67, 4, 92, 92, 70, 52, 53, 55, 67, 70, 83, 70, 99, 52, 70, 70, 67, 4, 92, 92, 70, 52, 53, 55, 67, 70, 83, 70, 99, 52, 70, 70, 67, 95, 92, 70, 52, 92, 55, 67, 70, 83, 70, 52, 100, 56, 99, 52, 70, 70, 67, 100, 92, 55, 60, 92, 70, 67, 70, 70, 55, 67, 70, 83, 70, 52, 100, 56, 99, 1, 70, 5, 132]",100,1.008896989
sra_N2_edge100610,[FrH0][C][C][=C][Branch][N][Branch][C][C][Branch][O][C][pop][FrH0][pop][C][Branch][O][C][pop][Ring1][=N][pop][O][C],[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Zn][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1],sra,-6.170485412,"[59, 56, 56, 49, 55, 60, 55, 56, 56, 55, 61, 56, 66, 59, 66, 56, 55, 61, 56, 66, 63, 50, 66, 61, 56]",25,[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Zn][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][sra],"[30, 20, 20, 7, 39, 18, 18, 20, 20, 10, 5, 56, 18, 39, 39, 20, 7, 20, 18, 20, 30, 7, 20, 46, 1, 18, 39, 39, 20, 7, 20, 18, 20, 30, 20, 7, 46, 1, 39, 20, 7, 20, 18, 20, 30, 7, 20, 46, 1, 4, 87]",51,[FrH0][C][C][=C][Branch][N][Branch][C][C][Branch][O][C][pop][FrH0][pop][C][Branch][O][C][pop][Ring1][=N][pop][O][C][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Zn][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][sra],"[82, 70, 70, 55, 69, 92, 69, 70, 70, 69, 94, 70, 135, 82, 135, 70, 69, 94, 70, 135, 99, 56, 135, 94, 70, 7, 83, 70, 70, 55, 92, 67, 67, 70, 70, 58, 52, 109, 67, 92, 92, 70, 55, 70, 67, 70, 83, 55, 70, 99, 1, 67, 92, 92, 70, 55, 70, 67, 70, 83, 70, 55, 99, 1, 92, 70, 55, 70, 67, 70, 83, 55, 70, 99, 1, 5, 141]",78,0.55745984
cds_N100_edge15432,[FrH0][O][C][C][Branch][P][Branch][C][pop][C][pop][Branch][C][O][FrH0][pop][P][Branch][C][pop][C],[ClH0][Fe][N][C][=C][C][=C][Ring1][Branch1][C][Branch1][C][Fr][=C][N][Ring1][#Branch2][C][Branch1][Branch1][C][=C][Ring1][Branch1][C][Branch1][C][Fr][=C][N][Ring1][P][C][=Branch2][Ring1][=Branch1][=C][Branch1][C][Fr][C][N][Ring2][Ring1][=Branch1][C][Branch1][=Branch1][C][Ring2][Ring1][=Branch1][Fr][=C][C][=Ring1][#Branch1][C][=C][Ring1][=C],cds,-18.54413297,"[59, 61, 56, 56, 55, 62, 55, 56, 66, 56, 66, 55, 56, 61, 59, 66, 62, 55, 56, 66, 56]",21,[ClH0][Fe][N][C][=C][C][=C][Ring1][Branch1][C][Branch1][C][Fr][=C][N][Ring1][#Branch2][C][Branch1][Branch1][C][=C][Ring1][Branch1][C][Branch1][C][Fr][=C][N][Ring1][P][C][=Branch2][Ring1][=Branch1][=C][Branch1][C][Fr][C][N][Ring2][Ring1][=Branch1][C][Branch1][=Branch1][C][Ring2][Ring1][=Branch1][Fr][=C][C][=Ring1][#Branch1][C][=C][Ring1][=C][&&][cds],"[22, 29, 39, 20, 7, 20, 7, 46, 18, 20, 18, 20, 30, 7, 39, 46, 2, 20, 18, 18, 20, 7, 46, 18, 20, 18, 20, 30, 7, 39, 46, 42, 20, 6, 46, 5, 7, 18, 20, 30, 20, 39, 47, 46, 5, 20, 18, 5, 20, 47, 46, 5, 30, 7, 20, 10, 1, 20, 7, 46, 7, 4, 63]",63,[FrH0][O][C][C][Branch][P][Branch][C][pop][C][pop][Branch][C][O][FrH0][pop][P][Branch][C][pop][C][.][ClH0][Fe][N][C][=C][C][=C][Ring1][Branch1][C][Branch1][C][Fr][=C][N][Ring1][#Branch2][C][Branch1][Branch1][C][=C][Ring1][Branch1][C][Branch1][C][Fr][=C][N][Ring1][P][C][=Branch2][Ring1][=Branch1][=C][Branch1][C][Fr][C][N][Ring2][Ring1][=Branch1][C][Branch1][=Branch1][C][Ring2][Ring1][=Branch1][Fr][=C][C][=Ring1][#Branch1][C][=C][Ring1][=C][&&][cds],"[82, 94, 70, 70, 69, 95, 69, 70, 135, 70, 135, 69, 70, 94, 82, 135, 95, 69, 70, 135, 70, 7, 72, 81, 92, 70, 55, 70, 55, 99, 67, 70, 67, 70, 83, 55, 92, 99, 2, 70, 67, 67, 70, 55, 99, 67, 70, 67, 70, 83, 55, 92, 99, 95, 70, 53, 99, 52, 55, 67, 70, 83, 70, 92, 100, 99, 52, 70, 67, 52, 70, 100, 99, 52, 83, 55, 70, 58, 1, 70, 55, 99, 55, 5, 116]",86,1.853634873
nbo_N551_edge213629,[FrH0][C][C][Branch][S][C][pop][=C][C][Branch][S][Ring1][#Branch][pop][=C][C][=C][Branch][C][Branch][FrH0][pop][N][=C][Ring1][#Branch][pop][S][C],[ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1],nbo,-5.31229001,"[59, 56, 56, 55, 65, 56, 66, 49, 56, 55, 65, 63, 1, 66, 49, 56, 49, 55, 56, 55, 59, 66, 60, 49, 63, 1, 66, 65, 56]",29,[ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][nbo],"[22, 25, 18, 20, 22, 18, 39, 39, 20, 7, 20, 18, 20, 30, 7, 20, 46, 1, 18, 39, 39, 20, 7, 20, 18, 20, 30, 7, 20, 46, 1, 18, 39, 39, 20, 20, 7, 18, 20, 30, 20, 7, 46, 1, 39, 20, 20, 7, 18, 20, 30, 20, 7, 46, 1, 4, 79]",57,[FrH0][C][C][Branch][S][C][pop][=C][C][Branch][S][Ring1][#Branch][pop][=C][C][=C][Branch][C][Branch][FrH0][pop][N][=C][Ring1][#Branch][pop][S][C][.][ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][nbo],"[82, 70, 70, 69, 101, 70, 135, 55, 70, 69, 101, 99, 3, 135, 55, 70, 55, 69, 70, 69, 82, 135, 92, 55, 99, 3, 135, 101, 70, 7, 72, 76, 67, 70, 72, 67, 92, 92, 70, 55, 70, 67, 70, 83, 55, 70, 99, 1, 67, 92, 92, 70, 55, 70, 67, 70, 83, 55, 70, 99, 1, 67, 92, 92, 70, 70, 55, 67, 70, 83, 70, 55, 99, 1, 92, 70, 70, 55, 67, 70, 83, 70, 55, 99, 1, 5, 132]",88,0.490622916
unc_N719_edge37023,[:0isocyanate][C][C][Branch][C][C][Branch][:1methyl_amine][Ring1][Ring1][Ring2][pop][pop][FrH0][pop][FrH0][pop],[Fr][C][=C][N][Cu][Branch2][Ring1][Branch1][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][Ring1][#Branch2][C][=C][Ring1][=C][N][C][Branch1][=C][C][N][Ring1][#C][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][=C][Branch1][C][Fr][C][Ring1][=C],unc,-9.214902877,"[13, 56, 56, 55, 56, 56, 55, 28, 63, 63, 64, 66, 66, 59, 66, 59, 66]",17,[Fr][C][=C][N][Cu][Branch2][Ring1][Branch1][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][Ring1][#Branch2][C][=C][Ring1][=C][N][C][Branch1][=C][C][N][Ring1][#C][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][=C][Branch1][C][Fr][C][Ring1][=C][&&][unc],"[30, 20, 7, 39, 25, 19, 46, 18, 39, 20, 18, 2, 20, 7, 20, 18, 20, 30, 7, 46, 1, 7, 46, 2, 20, 7, 46, 7, 39, 20, 18, 7, 20, 39, 46, 3, 20, 20, 18, 20, 30, 7, 20, 10, 1, 7, 20, 7, 18, 20, 30, 20, 46, 7, 4, 91]",56,[:0isocyanate][C][C][Branch][C][C][Branch][:1methyl_amine][Ring1][Ring1][Ring2][pop][pop][FrH0][pop][FrH0][pop][.][Fr][C][=C][N][Cu][Branch2][Ring1][Branch1][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][Ring1][#Branch2][C][=C][Ring1][=C][N][C][Branch1][=C][C][N][Ring1][#C][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][=C][Branch1][C][Fr][C][Ring1][=C][&&][unc],"[17, 70, 70, 69, 70, 70, 69, 32, 99, 99, 100, 135, 135, 82, 135, 82, 135, 7, 83, 70, 55, 92, 76, 68, 99, 67, 92, 70, 67, 2, 70, 55, 70, 67, 70, 83, 55, 99, 1, 55, 99, 2, 70, 55, 99, 55, 92, 70, 67, 55, 70, 92, 99, 4, 70, 70, 67, 70, 83, 55, 70, 58, 1, 55, 70, 55, 67, 70, 83, 70, 99, 55, 5, 145]",75,0.937517136
cds_N194_edge154209,[N][C][Branch][O][FrH0][pop][C][C][=C][C][=Branch][=C][Ring1][Ring2][pop][C][Branch][C][FrH0][pop][N],[Fr][N][C][N][Branch1][Branch1][C][=N][Ring1][Branch1][Cu][Branch1][O][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][Branch1][O][N][C][=N][N][Branch1][C][Fr][C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1],cds,-7.868796916,"[60, 56, 55, 61, 59, 66, 56, 56, 49, 56, 48, 49, 63, 64, 66, 56, 55, 56, 59, 66, 60]",21,[Fr][N][C][N][Branch1][Branch1][C][=N][Ring1][Branch1][Cu][Branch1][O][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][Branch1][O][N][C][=N][N][Branch1][C][Fr][C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][cds],"[30, 39, 20, 39, 18, 18, 20, 8, 46, 18, 25, 18, 41, 39, 20, 39, 18, 20, 30, 39, 7, 46, 5, 18, 41, 39, 20, 8, 39, 18, 20, 30, 20, 46, 5, 39, 20, 39, 18, 20, 30, 39, 7, 46, 5, 4, 63]",47,[N][C][Branch][O][FrH0][pop][C][C][=C][C][=Branch][=C][Ring1][Ring2][pop][C][Branch][C][FrH0][pop][N][.][Fr][N][C][N][Branch1][Branch1][C][=N][Ring1][Branch1][Cu][Branch1][O][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][Branch1][O][N][C][=N][N][Branch1][C][Fr][C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][cds],"[92, 70, 69, 94, 82, 135, 70, 70, 55, 70, 54, 55, 99, 100, 135, 70, 69, 70, 82, 135, 92, 7, 83, 92, 70, 92, 67, 67, 70, 56, 99, 67, 76, 67, 94, 92, 70, 92, 67, 70, 83, 92, 55, 99, 52, 67, 94, 92, 70, 56, 92, 67, 70, 83, 70, 99, 52, 92, 70, 92, 67, 70, 83, 92, 55, 99, 52, 5, 116]",70,0.74682733
crb_N238_edge124651,[O][C][=C][Branch][C][=C][C][Branch][O][C][FrH0][pop][Branch][O][pop][Ring1][Branch][pop][FrH0],[O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O],crb,-6.475937154,"[61, 56, 49, 55, 56, 49, 56, 55, 61, 56, 59, 66, 55, 61, 66, 63, 55, 66, 59]",19,[O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][crb],"[41, 7, 18, 20, 30, 41, 56, 18, 1, 41, 20, 18, 20, 30, 9, 18, 1, 41, 20, 18, 20, 30, 9, 41, 20, 18, 20, 30, 9, 4, 64]",31,[O][C][=C][Branch][C][=C][C][Branch][O][C][FrH0][pop][Branch][O][pop][Ring1][Branch][pop][FrH0][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][crb],"[94, 70, 55, 69, 70, 55, 70, 69, 94, 70, 82, 135, 69, 94, 135, 99, 69, 135, 82, 7, 94, 55, 67, 70, 83, 94, 109, 67, 1, 94, 70, 67, 70, 83, 57, 67, 1, 94, 70, 67, 70, 83, 57, 94, 70, 67, 70, 83, 57, 5, 117]",52,0.622051259
pcu_N36_edge112579,[F][C][Branch][C][=C][C][=Branch][=C][Ring1][Ring2][pop][FrH0][pop][O][C][FrH0],[O][=C][Branch1][C][Fr][O][Cd][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1],pcu,-7.788164967,"[58, 56, 55, 56, 49, 56, 48, 49, 63, 64, 66, 59, 66, 61, 56, 59]",16,[O][=C][Branch1][C][Fr][O][Cd][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][pcu],"[41, 7, 18, 20, 30, 41, 21, 21, 18, 6, 41, 20, 18, 20, 30, 41, 46, 5, 18, 1, 41, 20, 18, 20, 30, 9, 18, 6, 41, 20, 18, 20, 30, 41, 46, 7, 18, 2, 41, 20, 18, 20, 30, 41, 47, 46, 20, 41, 20, 18, 20, 30, 41, 47, 46, 5, 4, 81]",58,[F][C][Branch][C][=C][C][=Branch][=C][Ring1][Ring2][pop][FrH0][pop][O][C][FrH0][.][O][=C][Branch1][C][Fr][O][Cd][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][pcu],"[80, 70, 69, 70, 55, 70, 54, 55, 99, 100, 135, 82, 135, 94, 70, 82, 7, 94, 55, 67, 70, 83, 94, 71, 71, 67, 53, 94, 70, 67, 70, 83, 94, 99, 52, 67, 1, 94, 70, 67, 70, 83, 57, 67, 53, 94, 70, 67, 70, 83, 94, 99, 55, 67, 2, 94, 70, 67, 70, 83, 94, 100, 99, 70, 94, 70, 67, 70, 83, 94, 100, 99, 52, 5, 134]",76,0.829798701
bcu_N209_edge188585,[:0benzenealcohol][Ring1][FrH0][pop][Branch][N][N][C][Branch][FrH0][pop][Ring1][Ring1][pop],[O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2],bcu,-12.03296407,"[9, 63, 59, 66, 55, 60, 60, 56, 55, 59, 66, 63, 63, 66]",14,[O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][&&][bcu],"[41, 7, 18, 20, 30, 41, 56, 41, 20, 18, 20, 30, 41, 56, 18, 6, 41, 20, 18, 20, 30, 41, 46, 2, 18, 6, 41, 20, 18, 20, 30, 41, 46, 7, 41, 20, 18, 20, 30, 41, 56, 18, 1, 41, 20, 18, 20, 30, 9, 18, 2, 41, 20, 18, 20, 30, 41, 47, 46, 5, 41, 20, 18, 20, 30, 41, 47, 46, 2, 4, 60]",71,[:0benzenealcohol][Ring1][FrH0][pop][Branch][N][N][C][Branch][FrH0][pop][Ring1][Ring1][pop][.][O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][&&][bcu],"[13, 99, 82, 135, 69, 92, 92, 70, 69, 82, 135, 99, 99, 135, 7, 94, 55, 67, 70, 83, 94, 109, 94, 70, 67, 70, 83, 94, 109, 67, 53, 94, 70, 67, 70, 83, 94, 99, 2, 67, 53, 94, 70, 67, 70, 83, 94, 99, 55, 94, 70, 67, 70, 83, 94, 109, 67, 1, 94, 70, 67, 70, 83, 57, 67, 2, 94, 70, 67, 70, 83, 94, 100, 99, 52, 94, 70, 67, 70, 83, 94, 100, 99, 2, 5, 113]",87,1.368368145
gis_N719_edge160967,[FrH0][C][Branch][C][Branch][O][C][pop][=C][Branch][C][Branch][FrH0][pop][C][Branch][C][N][S][N][pop][=Ring1][->][Branch][pop][O][C][pop][=Ring1][->][N],[Fr][C][=C][N][Cu][Branch2][Ring1][Branch1][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][Ring1][#Branch2][C][=C][Ring1][=C][N][C][Branch1][=C][C][N][Ring1][#C][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][=C][Branch1][C][Fr][C][Ring1][=C],gis,-9.613635202,"[59, 56, 55, 56, 55, 61, 56, 66, 49, 55, 56, 55, 59, 66, 56, 55, 56, 60, 65, 60, 66, 52, 3, 55, 66, 61, 56, 66, 52, 3, 60]",31,[Fr][C][=C][N][Cu][Branch2][Ring1][Branch1][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][Ring1][#Branch2][C][=C][Ring1][=C][N][C][Branch1][=C][C][N][Ring1][#C][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][=C][Branch1][C][Fr][C][Ring1][=C][&&][gis],"[30, 20, 7, 39, 25, 19, 46, 18, 39, 20, 18, 2, 20, 7, 20, 18, 20, 30, 7, 46, 1, 7, 46, 2, 20, 7, 46, 7, 39, 20, 18, 7, 20, 39, 46, 3, 20, 20, 18, 20, 30, 7, 20, 10, 1, 7, 20, 7, 18, 20, 30, 20, 46, 7, 4, 71]",56,[FrH0][C][Branch][C][Branch][O][C][pop][=C][Branch][C][Branch][FrH0][pop][C][Branch][C][N][S][N][pop][=Ring1][->][Branch][pop][O][C][pop][=Ring1][->][N][.][Fr][C][=C][N][Cu][Branch2][Ring1][Branch1][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][Ring1][#Branch2][C][=C][Ring1][=C][N][C][Branch1][=C][C][N][Ring1][#C][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][=C][Branch1][C][Fr][C][Ring1][=C][&&][gis],"[82, 70, 69, 70, 69, 94, 70, 135, 55, 69, 70, 69, 82, 135, 70, 69, 70, 92, 101, 92, 135, 58, 6, 69, 135, 94, 70, 135, 58, 6, 92, 7, 83, 70, 55, 92, 76, 68, 99, 67, 92, 70, 67, 2, 70, 55, 70, 67, 70, 83, 55, 99, 1, 55, 99, 2, 70, 55, 99, 55, 92, 70, 67, 55, 70, 92, 99, 4, 70, 70, 67, 70, 83, 55, 70, 58, 1, 55, 70, 55, 67, 70, 83, 70, 99, 55, 5, 124]",89,0.926388828
dia_N188_edge172314,[N][C][=C][C][Branch][C][=C][Branch][C][Branch][FrH0][pop][N][pop][Ring1][Branch][pop][=C][=C][FrH0],[Fr][C][=C][N][Branch1][=Branch1][C][=C][N][Ring1][=Branch1][Ag][Branch1][N][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][N][C][=C][Ring1][#Branch1][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1],dia,-4.728021274,"[60, 56, 49, 56, 55, 56, 49, 55, 56, 55, 59, 66, 60, 66, 63, 55, 66, 49, 49, 59]",20,[Fr][C][=C][N][Branch1][=Branch1][C][=C][N][Ring1][=Branch1][Ag][Branch1][N][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][N][C][=C][Ring1][#Branch1][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1][&&][dia],"[30, 20, 7, 39, 18, 5, 20, 7, 39, 46, 5, 13, 18, 39, 39, 20, 20, 18, 20, 30, 8, 20, 7, 46, 1, 18, 39, 39, 20, 7, 18, 20, 30, 39, 20, 7, 46, 1, 39, 20, 20, 18, 20, 30, 8, 20, 7, 46, 1, 4, 67]",51,[N][C][=C][C][Branch][C][=C][Branch][C][Branch][FrH0][pop][N][pop][Ring1][Branch][pop][=C][=C][FrH0][.][Fr][C][=C][N][Branch1][=Branch1][C][=C][N][Ring1][=Branch1][Ag][Branch1][N][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][N][C][=C][Ring1][#Branch1][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1][&&][dia],"[92, 70, 55, 70, 69, 70, 55, 69, 70, 69, 82, 135, 92, 135, 99, 69, 135, 55, 55, 82, 7, 83, 70, 55, 92, 67, 52, 70, 55, 92, 99, 52, 61, 67, 92, 92, 70, 70, 67, 70, 83, 56, 70, 55, 99, 1, 67, 92, 92, 70, 55, 67, 70, 83, 92, 70, 55, 99, 1, 92, 70, 70, 67, 70, 83, 56, 70, 55, 99, 1, 5, 120]",73,0.456580609
