MOFname,edge_group_selfie,node_selfie,topo,cp,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens
gis_N109_edge67107,[Cl][N][C][C][Branch][N][N][Branch][C][Branch][FrH0][pop][Branch][Cl][pop][Ring1][=Branch][pop][Cl][pop][Branch][FrH0][pop][Cl],[O][=C][Branch1][C][Fr][O][In][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N],gis,0.646742817,"[62, 65, 61, 61, 60, 65, 65, 60, 61, 60, 64, 72, 60, 62, 72, 68, 51, 72, 62, 72, 60, 64, 72, 62]",24,[O][=C][Branch1][C][Fr][O][In][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][gis],"[48, 7, 20, 22, 34, 48, 39, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 48, 22, 20, 22, 34, 48, 54, 8, 4, 80]",37,[Cl][N][C][C][Branch][N][N][Branch][C][Branch][FrH0][pop][Branch][Cl][pop][Ring1][=Branch][pop][Cl][pop][Branch][FrH0][pop][Cl][.][O][=C][Branch1][C][Fr][O][In][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][gis],"[79, 101, 75, 75, 74, 101, 101, 74, 75, 74, 89, 148, 74, 79, 148, 110, 57, 148, 79, 148, 74, 89, 148, 79, 8, 104, 58, 72, 75, 90, 104, 95, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 104, 75, 72, 75, 90, 104, 110, 59, 6, 137]",63
cag_N184_edge43325,[:0O_nitrile][C][C][C][C][Branch][C][N][Branch][N][Ring1][=Branch][pop][FrH0][pop][Branch][:0O_nitrile][pop][FrH0][pop],[Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1],cag,0.871500272,"[6, 61, 61, 61, 61, 60, 61, 65, 60, 65, 68, 51, 72, 64, 72, 60, 6, 72, 64, 72]",20,[Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][&&][cag],"[34, 22, 48, 23, 20, 55, 48, 54, 55, 20, 6, 48, 22, 20, 22, 34, 48, 54, 5, 20, 48, 45, 22, 7, 20, 22, 34, 45, 22, 54, 5, 45, 22, 7, 20, 22, 34, 45, 22, 54, 5, 4, 71]",43,[:0O_nitrile][C][C][C][C][Branch][C][N][Branch][N][Ring1][=Branch][pop][FrH0][pop][Branch][:0O_nitrile][pop][FrH0][pop][.][Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][&&][cag],"[10, 75, 75, 75, 75, 74, 75, 101, 74, 101, 110, 57, 148, 89, 148, 74, 10, 148, 89, 148, 8, 90, 75, 104, 76, 72, 111, 104, 110, 111, 72, 56, 104, 75, 72, 75, 90, 104, 110, 55, 72, 104, 101, 75, 58, 72, 75, 90, 101, 75, 110, 55, 101, 75, 58, 72, 75, 90, 101, 75, 110, 55, 6, 128]",65
pcu_N425_edge84541,[FrH0][C][C][Branch][C][pop][=C][Branch][C][Branch][FrH0][pop][N][Branch][C][pop][C][Branch][C][pop][Branch][C][pop][Ring1][N][pop][C],[Fr][C][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][Ring2][O][Ring1][P][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring1][=C],pcu,0.844365956,"[64, 61, 61, 60, 61, 72, 52, 60, 61, 60, 64, 72, 65, 60, 61, 72, 61, 60, 61, 72, 60, 61, 72, 68, 65, 72, 61]",27,[Fr][C][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][Ring2][O][Ring1][P][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring1][=C][&&][pcu],"[34, 22, 48, 51, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 48, 22, 20, 22, 34, 48, 51, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 20, 55, 48, 54, 49, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 54, 48, 22, 20, 22, 34, 48, 54, 7, 4, 90]",57,[FrH0][C][C][Branch][C][pop][=C][Branch][C][Branch][FrH0][pop][N][Branch][C][pop][C][Branch][C][pop][Branch][C][pop][Ring1][N][pop][C][.][Fr][C][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][Ring2][O][Ring1][P][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring1][=C][&&][pcu],"[89, 75, 75, 74, 75, 148, 58, 74, 75, 74, 89, 148, 101, 74, 75, 148, 75, 74, 75, 148, 74, 75, 148, 110, 101, 148, 75, 8, 90, 75, 104, 107, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 104, 75, 72, 75, 90, 104, 107, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 72, 111, 104, 110, 105, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 110, 104, 75, 72, 75, 90, 104, 110, 58, 6, 147]",86
sra_N572_edge36433,[F][C][Branch][C][Branch][O][FrH0][pop][Branch][F][pop][F][pop][=C][C][Branch][O][FrH0][pop][F],[O][=C][Branch1][C][Fr][O][Sm][Branch1][C][O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O],sra,0.750764555,"[63, 61, 60, 61, 60, 66, 64, 72, 60, 63, 72, 63, 72, 52, 61, 60, 66, 64, 72, 63]",20,[O][=C][Branch1][C][Fr][O][Sm][Branch1][C][O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][sra],"[48, 7, 20, 22, 34, 48, 59, 20, 22, 48, 20, 1, 48, 22, 20, 22, 34, 9, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 48, 22, 20, 22, 34, 9, 4, 96]",46,[F][C][Branch][C][Branch][O][FrH0][pop][Branch][F][pop][F][pop][=C][C][Branch][O][FrH0][pop][F][.][O][=C][Branch1][C][Fr][O][Sm][Branch1][C][O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][sra],"[87, 75, 74, 75, 74, 104, 89, 148, 74, 87, 148, 87, 148, 58, 75, 74, 104, 89, 148, 87, 8, 104, 58, 72, 75, 90, 104, 116, 72, 75, 104, 72, 1, 104, 75, 72, 75, 90, 60, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 104, 75, 72, 75, 90, 60, 6, 154]",68
cag_N161_edge44015,[:0carboxylic_acid][Ring1][N][:0methyl_amine][Ring1][C][Branch][N][C][Branch][:1carboxylic_acid][pop][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][pop],[Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1],cag,0.931282792,"[12, 68, 65, 16, 68, 61, 60, 65, 61, 60, 27, 72, 60, 64, 72, 68, 51, 72, 64, 72, 72]",21,[Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1][&&][cag],"[34, 22, 7, 22, 45, 21, 54, 49, 26, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 22, 7, 55, 54, 5, 4, 71]",47,[:0carboxylic_acid][Ring1][N][:0methyl_amine][Ring1][C][Branch][N][C][Branch][:1carboxylic_acid][pop][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][pop][.][Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1][&&][cag],"[16, 110, 101, 20, 110, 75, 74, 101, 75, 74, 31, 148, 74, 89, 148, 110, 57, 148, 89, 148, 148, 8, 90, 75, 58, 75, 101, 73, 110, 105, 80, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 75, 58, 111, 110, 55, 6, 128]",70
srs_N585_edge75696,[FrH0][C][Branch][C][C][C][Branch][O][C][pop][Branch][O][C][pop][C][O][C][Branch][O][FrH0][pop][O][pop][O][C],[Fr][C][=C][C][Branch1][C][Fr][C][=C][Branch1][Ring2][C][Ring1][#Branch1][Si][Branch1][#C][C][=C][C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][Branch1][#C][C][=C][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][=C][Ring1][Branch2][C][=C][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][=C][Ring1][Branch2],srs,1.089938405,"[64, 61, 60, 61, 61, 61, 60, 66, 61, 72, 60, 66, 61, 72, 61, 66, 61, 60, 66, 64, 72, 66, 72, 66, 61]",25,[Fr][C][=C][C][Branch1][C][Fr][C][=C][Branch1][Ring2][C][Ring1][#Branch1][Si][Branch1][#C][C][=C][C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][Branch1][#C][C][=C][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][=C][Ring1][Branch2][C][=C][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][=C][Ring1][Branch2][&&][srs],"[34, 22, 7, 22, 20, 22, 34, 22, 7, 20, 55, 22, 54, 1, 58, 20, 3, 22, 7, 22, 20, 22, 34, 22, 7, 20, 22, 34, 22, 54, 21, 20, 3, 22, 7, 22, 20, 22, 34, 7, 22, 20, 22, 34, 7, 54, 21, 22, 7, 22, 20, 22, 34, 7, 22, 20, 22, 34, 7, 54, 21, 4, 97]",63,[FrH0][C][Branch][C][C][C][Branch][O][C][pop][Branch][O][C][pop][C][O][C][Branch][O][FrH0][pop][O][pop][O][C][.][Fr][C][=C][C][Branch1][C][Fr][C][=C][Branch1][Ring2][C][Ring1][#Branch1][Si][Branch1][#C][C][=C][C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][Branch1][#C][C][=C][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][=C][Ring1][Branch2][C][=C][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][=C][Ring1][Branch2][&&][srs],"[89, 75, 74, 75, 75, 75, 74, 104, 75, 148, 74, 104, 75, 148, 75, 104, 75, 74, 104, 89, 148, 104, 148, 104, 75, 8, 90, 75, 58, 75, 72, 75, 90, 75, 58, 72, 111, 75, 110, 1, 115, 72, 4, 75, 58, 75, 72, 75, 90, 75, 58, 72, 75, 90, 75, 110, 73, 72, 4, 75, 58, 75, 72, 75, 90, 58, 75, 72, 75, 90, 58, 110, 73, 75, 58, 75, 72, 75, 90, 58, 75, 72, 75, 90, 58, 110, 73, 6, 155]",90
srs_N76_edge55545,[:0sulfonic_acid][Ring1][C][C][Branch][S][N][N][Branch][N][Branch][:1sulfonic_acid][pop][Ring1][=Branch][pop][FrH0][pop][FrH0][pop],[Fr][C][O][Zn][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][Ring2][Ring1][=Branch1],srs,0.879172081,"[22, 68, 61, 61, 60, 71, 65, 65, 60, 65, 60, 32, 72, 68, 51, 72, 64, 72, 64, 72]",20,[Fr][C][O][Zn][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][Ring2][Ring1][=Branch1][&&][srs],"[34, 22, 48, 65, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 54, 48, 55, 54, 5, 4, 97]",47,[:0sulfonic_acid][Ring1][C][C][Branch][S][N][N][Branch][N][Branch][:1sulfonic_acid][pop][Ring1][=Branch][pop][FrH0][pop][FrH0][pop][.][Fr][C][O][Zn][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][Ring2][Ring1][=Branch1][&&][srs],"[26, 110, 75, 75, 74, 113, 101, 101, 74, 101, 74, 36, 148, 110, 57, 148, 89, 148, 89, 148, 8, 90, 75, 104, 122, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 110, 104, 111, 110, 55, 6, 155]",69
srs_N519_edge186345,[:0sulfonic_acid][Ring1][C][C][C][C][Branch][C][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][:1sulfonic_acid][pop][C][C][C][=C][Branch][FrH0][pop][Ring1][Ring1][pop],[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Zn][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1],srs,0.916206439,"[22, 68, 61, 61, 61, 61, 60, 61, 60, 65, 60, 64, 72, 68, 51, 72, 32, 72, 61, 61, 61, 52, 60, 64, 72, 68, 68, 72]",28,[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Zn][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][srs],"[34, 22, 22, 7, 45, 20, 20, 22, 22, 11, 5, 65, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 4, 97]",38,[:0sulfonic_acid][Ring1][C][C][C][C][Branch][C][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][:1sulfonic_acid][pop][C][C][C][=C][Branch][FrH0][pop][Ring1][Ring1][pop][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Zn][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][srs],"[26, 110, 75, 75, 75, 75, 74, 75, 74, 101, 74, 89, 148, 110, 57, 148, 36, 148, 75, 75, 75, 58, 74, 89, 148, 110, 110, 148, 8, 90, 75, 75, 58, 101, 72, 72, 75, 75, 62, 55, 122, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 6, 155]",68
utp_N170_edge101943,[Br][C][=C][Branch][C][=Branch][=C][Branch][FrH0][pop][Ring1][Ring2][pop][C][Branch][C][FrH0][pop][Br][pop][Br],[O][=C][Branch1][C][Fr][O][Ni][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2],utp,0.584775189,"[59, 61, 52, 60, 61, 51, 52, 60, 64, 72, 68, 69, 72, 61, 60, 61, 64, 72, 59, 72, 59]",21,[O][=C][Branch1][C][Fr][O][Ni][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][&&][utp],"[48, 7, 20, 22, 34, 48, 47, 20, 1, 48, 22, 20, 22, 34, 9, 20, 3, 45, 22, 7, 20, 22, 34, 22, 7, 20, 22, 34, 22, 54, 21, 45, 22, 7, 20, 22, 34, 22, 7, 20, 22, 34, 22, 54, 21, 4, 102]",47,[Br][C][=C][Branch][C][=Branch][=C][Branch][FrH0][pop][Ring1][Ring2][pop][C][Branch][C][FrH0][pop][Br][pop][Br][.][O][=C][Branch1][C][Fr][O][Ni][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][&&][utp],"[71, 75, 58, 74, 75, 57, 58, 74, 89, 148, 110, 111, 148, 75, 74, 75, 89, 148, 71, 148, 71, 8, 104, 58, 72, 75, 90, 104, 103, 72, 1, 104, 75, 72, 75, 90, 60, 72, 4, 101, 75, 58, 72, 75, 90, 75, 58, 72, 75, 90, 75, 110, 73, 101, 75, 58, 72, 75, 90, 75, 58, 72, 75, 90, 75, 110, 73, 6, 160]",70
lon_N158_edge35597,[S][C][Branch][C][Branch][:1imidazole][pop][N][C][Branch][:1imidazole][pop][C][FrH0][pop][C][FrH0],[Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N],lon,0.952645908,"[71, 61, 60, 61, 60, 28, 72, 65, 61, 60, 28, 72, 61, 64, 72, 61, 64]",17,[Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N][&&][lon],"[34, 22, 22, 7, 45, 21, 55, 1, 47, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 22, 22, 12, 54, 45, 4, 84]",53,[S][C][Branch][C][Branch][:1imidazole][pop][N][C][Branch][:1imidazole][pop][C][FrH0][pop][C][FrH0][.][Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N][&&][lon],"[113, 75, 74, 75, 74, 32, 148, 101, 75, 74, 32, 148, 75, 89, 148, 75, 89, 8, 90, 75, 75, 58, 101, 73, 111, 1, 103, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 75, 75, 63, 110, 101, 6, 141]",72
utp_N310_edge26390,[O][S][C][Branch][C][Branch][S][FrH0][pop][Branch][O][pop][O][pop][Branch][C][Branch][C][Branch][FrH0][pop][Branch][O][pop][O][pop][O][pop][O],[O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N],utp,0.922540582,"[66, 71, 61, 60, 61, 60, 71, 64, 72, 60, 66, 72, 66, 72, 60, 61, 60, 61, 60, 64, 72, 60, 66, 72, 66, 72, 66, 72, 66]",29,[O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][utp],"[48, 7, 20, 22, 34, 48, 33, 20, 1, 48, 22, 20, 22, 34, 9, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 48, 22, 20, 22, 34, 48, 54, 8, 4, 102]",35,[O][S][C][Branch][C][Branch][S][FrH0][pop][Branch][O][pop][O][pop][Branch][C][Branch][C][Branch][FrH0][pop][Branch][O][pop][O][pop][O][pop][O][.][O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][utp],"[104, 113, 75, 74, 75, 74, 113, 89, 148, 74, 104, 148, 104, 148, 74, 75, 74, 75, 74, 89, 148, 74, 104, 148, 104, 148, 104, 148, 104, 8, 104, 58, 72, 75, 90, 104, 88, 72, 1, 104, 75, 72, 75, 90, 60, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 104, 75, 72, 75, 90, 104, 110, 59, 6, 160]",66
sra_N574_edge79781,[FrH0][C][C][=C][C][C][S][C][Branch][C][Branch][:2pyrimidine][pop][FrH0][pop][:2pyrimidine],[Fr][C][=C][C][=C][N][Branch1][Ring2][C][Ring1][=Branch1][Fe][Branch1][=C][N][C][Ring1][=Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch2][Ring1][O][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][N][Ring1][P][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][Branch1][#C][C][N][Ring2][Ring1][#Branch2][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C],sra,0.970705357,"[64, 61, 61, 52, 61, 61, 71, 61, 60, 61, 60, 37, 72, 64, 72, 37]",16,[Fr][C][=C][C][=C][N][Branch1][Ring2][C][Ring1][=Branch1][Fe][Branch1][=C][N][C][Ring1][=Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch2][Ring1][O][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][N][Ring1][P][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][Branch1][#C][C][N][Ring2][Ring1][#Branch2][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][sra],"[34, 22, 7, 22, 7, 45, 20, 55, 22, 54, 5, 33, 20, 7, 45, 22, 54, 5, 7, 22, 22, 20, 22, 34, 7, 54, 1, 21, 54, 48, 45, 22, 20, 2, 22, 7, 22, 20, 22, 34, 7, 54, 1, 7, 45, 54, 49, 22, 7, 20, 22, 34, 22, 7, 54, 1, 45, 22, 20, 3, 22, 45, 55, 54, 2, 22, 22, 20, 22, 34, 7, 22, 11, 1, 7, 22, 22, 20, 22, 34, 7, 54, 7, 4, 96]",85,[FrH0][C][C][=C][C][C][S][C][Branch][C][Branch][:2pyrimidine][pop][FrH0][pop][:2pyrimidine][.][Fr][C][=C][C][=C][N][Branch1][Ring2][C][Ring1][=Branch1][Fe][Branch1][=C][N][C][Ring1][=Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch2][Ring1][O][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][N][Ring1][P][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][Branch1][#C][C][N][Ring2][Ring1][#Branch2][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][sra],"[89, 75, 75, 58, 75, 75, 113, 75, 74, 75, 74, 41, 148, 89, 148, 41, 8, 90, 75, 58, 75, 58, 101, 72, 111, 75, 110, 55, 88, 72, 58, 101, 75, 110, 55, 58, 75, 75, 72, 75, 90, 58, 110, 1, 73, 110, 104, 101, 75, 72, 2, 75, 58, 75, 72, 75, 90, 58, 110, 1, 58, 101, 110, 105, 75, 58, 72, 75, 90, 75, 58, 110, 1, 101, 75, 72, 4, 75, 101, 111, 110, 2, 75, 75, 72, 75, 90, 58, 75, 62, 1, 58, 75, 75, 72, 75, 90, 58, 110, 58, 6, 154]",103
